user_id,session_id,event_name,event_timestamp,device,app_version
384,dfa46cf8-3260-46be-82b4-d718107dab50,page_view,2024-10-05 17:54:37,tablet,1.3.8
142,7771c63d-c1ea-43a9-bbfe-fe320612ef80,session_end,2025-07-06 02:38:31,desktop,3.5.1
517,44deb565-71b9-48d4-8f18-a9ddacbb78c0,page_view,2025-04-24 15:29:08,tablet,2.7.6
793,2a7eabf9-1d92-44c1-895e-e8f124c017e8,add_to_cart,2025-09-15 00:08:43,phone,3.1.5
347,3aeb31ae-db58-472c-9b22-c1854e16326b,page_view,2024-09-01 20:38:37,phone,1.9.6
746,e9f93923-9720-486d-8923-6cf23bb5a6c5,add_to_cart,2025-04-13 00:47:25,tablet,3.8.7
397,3cf2ea52-4c42-4f0a-b6ce-b12e5ea319c3,page_view,2024-10-20 05:54:51,tablet,1.4.8
568,205d5768-f8f1-4118-a77c-f0429b29e2b3,page_view,2025-03-07 19:43:59,desktop,3.5.0
523,7de8f738-5427-4eb9-ab3c-93f595ce5a17,page_view,2024-11-14 19:31:00,tablet,2.4.0
244,d458b413-7bc3-45c0-a1ea-9086d5e43568,session_start,2025-04-16 05:03:34,tablet,3.5.5
361,9a19b55f-d6ed-4376-ac2e-0a407c9d81c7,page_view,2025-01-11 08:50:12,tablet,3.8.1
64,9834bb99-811b-4db8-b65a-bdaa906ccfa6,add_to_cart,2025-08-30 09:53:03,desktop,3.2.7
450,af2ae8d0-07ad-4021-ac1a-64611fc7d9e7,page_view,2025-04-14 02:42:47,tablet,3.7.7
279,06463b28-3d6e-460b-9f00-62a5bf3028b4,page_view,2025-05-17 00:31:08,desktop,2.4.1
130,68285f85-aa16-493a-a2ee-d66046c770a9,page_view,2025-01-16 09:54:46,desktop,2.9.3
495,acd7e7cf-b06a-489b-837e-1e0ae9ad7245,page_view,2025-08-01 00:15:49,desktop,2.0.4
339,e7fb39b4-dd16-4a62-9cfe-6a705fd7b71d,page_view,2025-05-10 20:57:29,tablet,3.4.9
705,fffdaf7c-705d-45c9-af76-15295914ac0f,page_view,2025-06-20 03:49:16,tablet,3.1.6
437,2f5a9a0f-3c0f-4881-837b-7032b62078ea,page_view,2024-11-11 23:19:05,phone,2.6.7
121,dd33f558-fb8b-4e9b-b340-5a1b17660e18,page_view,2024-11-28 15:28:36,phone,1.5.0
173,c71f8b7e-7b01-4510-b0dd-ef3f03df12b9,page_view,2025-07-16 20:07:23,tablet,3.0.6
309,36abc094-6012-4c66-bbdf-98c101d513b3,add_to_cart,2024-11-05 06:07:39,desktop,2.2.7
407,7cc95a66-46c7-4bfc-8730-41019910366b,page_view,2025-05-07 23:12:59,desktop,2.5.1
711,32cb0347-f27f-4a1d-8afa-a1e8fd6f6d5e,page_view,2025-01-04 20:46:29,tablet,3.0.0
348,ada44988-66c5-4251-883f-f5b509637e5e,session_end,2025-03-08 17:58:03,tablet,3.3.4
362,c97e8aee-bd82-438f-8441-946b59ba4e32,page_view,2025-05-04 05:43:46,tablet,2.6.2
126,15597036-e666-4189-8eeb-52be4fd501cb,session_end,2025-06-26 07:14:13,phone,1.3.5
674,12f00c24-109b-4617-8eb0-4570a4073cde,page_view,2025-08-11 15:58:14,tablet,2.8.0
574,f408e66c-0d93-45a8-b31b-f68bf7b707a3,add_to_cart,2025-05-04 14:35:00,tablet,3.9.1
31,72ad580d-13a5-4b4d-9ffa-8825fb43a892,page_view,2025-08-26 11:47:29,phone,1.4.3
82,552dab3c-7b1d-4c98-aa13-6cb9a1cb049e,session_start,2025-08-03 21:27:50,tablet,3.7.8
329,2e71c118-65d3-4cc4-b21e-e53a5a2cad31,session_start,2024-12-02 05:55:37,phone,3.7.9
238,f5bde93b-aa42-4574-80f0-d2e6890cd46a,page_view,2025-01-21 06:16:48,tablet,1.9.3
71,aa577e2f-5763-4731-acda-fbd83ee667b9,session_start,2025-06-23 09:43:44,phone,3.8.8
359,3159b38d-0ebb-4f78-bcc4-f4e1b42d024e,session_end,2024-08-19 23:39:54,desktop,2.5.8
202,0eb84b77-479b-4b7a-a48e-706a1394777c,session_start,2024-09-30 19:13:27,tablet,1.2.0
166,3fc3efea-1a59-4c13-9add-d4a7e912522a,page_view,2025-06-12 06:28:22,desktop,3.3.3
725,fbf8ca8c-9b92-4501-b32d-f3f516832207,session_end,2025-01-16 15:39:43,tablet,1.7.9
44,8d344011-e712-4bfd-9d0c-7b8fcd652443,session_end,2024-12-22 15:32:58,phone,3.3.8
574,549c9b12-0930-4acc-be62-0e01c36bf07e,page_view,2025-07-14 14:51:59,phone,1.8.8
630,1ab83a7b-49f5-457a-a8be-04653f329d38,page_view,2025-01-12 02:04:46,tablet,2.8.1
771,b7bcfa90-4025-4fb3-b576-36893a7061eb,add_to_cart,2025-06-17 04:13:41,tablet,2.3.4
139,dd57274a-5239-457c-971b-085981b05cc0,page_view,2024-08-07 03:18:23,tablet,3.1.2
302,090803bd-4d4a-48cb-b7e9-543fee91d897,add_to_cart,2024-12-23 17:46:36,tablet,2.4.7
285,96f20918-8b0d-4fcd-83ac-e59039c7dd75,add_to_cart,2024-11-24 15:41:02,tablet,2.4.0
264,25a81a4e-6356-40f9-9fbb-7073d7b2963c,page_view,2025-07-26 16:48:36,desktop,3.2.7
614,468563de-d9a6-4516-b36d-f66c39a44f78,page_view,2025-07-04 04:05:51,tablet,3.5.8
96,9dc25910-94d1-48a3-95cb-d6548e837f0d,page_view,2025-08-04 10:55:32,tablet,2.9.9
173,2fbb9cfe-afd7-43cd-918c-1aaad0486fe6,page_view,2025-03-30 15:19:33,tablet,3.1.4
264,1da43d65-a9be-44fc-9906-69bbb1128710,add_to_cart,2025-05-26 06:41:34,desktop,3.9.5
256,ce26ca80-b305-4fb8-bae9-d2a00ee5cd55,add_to_cart,2024-10-11 08:14:07,tablet,2.6.4
670,d02dc290-c6b7-48a7-9593-177596a2e489,page_view,2024-11-20 23:34:28,tablet,1.2.6
598,6bab0323-f01b-48e6-9b9e-4713063e0f12,add_to_cart,2024-08-09 15:05:25,phone,2.4.9
398,b237c7c1-0d59-413e-bc10-df8b1afadb8a,page_view,2025-05-31 06:56:30,phone,1.1.8
187,6b8c01f8-e341-4071-92bd-9bbeca79c056,page_view,2024-11-17 01:06:31,desktop,1.2.4
393,887fb218-2d45-4fca-9cb5-34d89c04f7f6,page_view,2025-08-17 02:17:31,desktop,1.7.3
236,2b16751e-9932-43a2-9960-8fd87fc81405,add_to_cart,2025-08-13 11:08:40,tablet,1.6.1
209,d5cfcd19-d874-4687-9ace-ac42678bf8d8,page_view,2025-09-04 18:21:06,tablet,3.8.5
508,97548867-a4b8-4080-87fd-4b9ef486ca87,page_view,2025-08-25 11:34:34,tablet,2.5.9
395,d0b87b2d-cca0-4da5-bf28-8ee7c5455f16,page_view,2025-04-10 20:43:30,tablet,3.6.5
472,156090dc-0b3a-4acd-a66d-3d20d9241fae,page_view,2025-08-26 05:42:26,phone,1.0.5
346,ac4bb662-e686-4976-b727-fd6a60f8a95e,add_to_cart,2024-09-22 02:54:23,desktop,2.7.6
268,98800283-22e1-4414-908d-b2eadf576d46,session_end,2025-02-15 09:54:02,tablet,1.6.3
170,26f4bf33-de4e-4edc-8160-3340bed227aa,session_start,2025-07-29 15:30:01,tablet,1.4.6
364,4e60c3d3-fa33-46b5-811f-2593119167d4,purchase,2024-12-28 19:35:52,tablet,1.0.0
299,602d7507-4a7d-4dd5-8863-f57d42db9d76,session_start,2024-11-26 05:27:21,phone,3.6.7
257,ab74c5fb-8200-4597-9e7c-dd453b47fa0a,add_to_cart,2025-07-21 02:50:09,tablet,1.0.3
334,9288d651-69dd-4dad-8c7a-c7d909734077,page_view,2024-10-04 07:54:55,desktop,3.8.5
687,9fd1aa32-9ff7-45a5-a73c-d8d3de6a5436,add_to_cart,2024-08-17 20:33:21,tablet,2.1.3
230,934924e5-ee95-4381-aa48-0bce2376894d,purchase,2025-04-03 21:49:48,phone,2.0.8
90,b2f16b39-fd90-42e1-9358-9020dfc0ca73,session_end,2025-02-21 08:44:59,desktop,1.9.8
488,9d0ea286-a3e8-4560-8991-23eef9f574a8,page_view,2025-06-25 19:08:57,desktop,1.7.9
709,4e70f04f-b0d0-4e16-b09c-5f930a94e358,add_to_cart,2024-09-06 23:42:35,desktop,1.3.8
99,625b6b36-39ad-447f-a322-a0c35400d56b,page_view,2024-08-02 05:09:07,phone,3.9.1
755,ee57d589-cc24-4c6c-a325-8b54b978e6d2,session_start,2025-08-17 10:07:31,tablet,1.2.9
84,63166c0b-d4d7-4719-aa02-7ce344bab722,page_view,2025-09-15 16:31:06,tablet,3.4.9
786,832aaa38-40a0-49e9-b3e9-c9c0faa5cb90,page_view,2025-06-12 16:23:21,phone,1.5.2
485,333a9d42-dd2d-4a49-ac68-67dcea4a9293,add_to_cart,2024-08-15 17:10:15,tablet,3.9.6
98,03fb1635-5d5a-4c42-9c08-e90c76942f6f,add_to_cart,2024-10-27 19:40:12,desktop,2.8.3
46,55420de9-2bb2-439d-a9cc-1494e9559997,session_end,2025-03-31 10:10:31,desktop,3.7.7
750,2d53b1b8-2061-4107-91e0-b5a0dbd0815f,page_view,2025-05-12 11:57:41,desktop,2.1.0
610,a1fcf6dd-d62e-4f5d-a0c0-e05cf1d7208a,purchase,2024-11-27 22:47:14,desktop,1.6.8
602,acc0ea8f-4ce7-4e1f-bc18-56098c91fca2,page_view,2025-07-21 00:15:01,desktop,2.1.4
458,3be046c8-abcb-46a1-8fb5-1de14036abf9,session_end,2025-02-02 19:08:14,desktop,1.4.3
85,27dbb681-7ac8-4b65-8816-8c760d1c5803,page_view,2024-11-07 01:38:15,desktop,1.2.6
436,3e2c713d-6239-4cee-89bb-745ceb146bc3,page_view,2025-06-16 09:56:55,desktop,1.3.3
412,b3c54a68-cfba-43a4-8d0c-a8b36f955dfa,session_end,2024-10-07 03:30:21,tablet,2.8.0
429,f628b6f4-d2a8-4817-9d9e-e0b83d849c2b,page_view,2024-11-22 01:10:12,tablet,2.5.2
432,221c30d5-1dae-4341-bda2-64959bd3c08d,session_end,2025-07-21 21:17:09,desktop,3.3.6
645,511ccce4-072c-451c-a302-4f83848734ff,add_to_cart,2025-08-03 10:39:05,desktop,2.5.1
8,f3d95d8d-7d70-40b0-8daa-6c31e9bdc8ee,purchase,2024-08-06 23:36:21,tablet,3.6.8
500,0bb2122c-0169-4c1c-b34c-51a304c32405,page_view,2024-09-02 08:46:18,desktop,2.7.1
792,fc026e24-9ef5-4eec-ad41-c2f95db76913,session_end,2024-09-25 03:29:54,desktop,3.8.1
393,d7c58838-28ca-4c5d-9fd6-c405cbd4b384,purchase,2025-07-19 08:27:44,phone,1.2.3
374,564a0c1d-fadb-45b2-bbeb-7ab1569b681a,page_view,2024-12-24 17:33:07,desktop,3.3.0
645,44e68a80-4b16-4a8c-929b-0a6d30e3885c,page_view,2025-05-15 20:01:35,tablet,3.9.5
84,02d41b77-0510-4f23-a280-49c1bfed05af,page_view,2025-06-22 03:20:00,desktop,2.9.4
193,e0ebe6b1-adf4-4e08-885d-19598a317c64,purchase,2024-11-21 20:13:10,phone,3.3.0
152,4229a32f-22a8-48cb-a7ce-0fb7f04b06b1,page_view,2025-02-27 19:26:32,phone,2.6.8
343,1102b622-ea8a-44d6-8ec3-57a741a61fdb,add_to_cart,2025-04-15 00:45:05,phone,1.2.0
312,a932da7a-9cee-4a1a-bf55-496e26a6783d,purchase,2024-09-23 10:58:19,phone,1.5.4
558,292f95b3-6173-451a-98f9-1e8c67fb1a4a,session_start,2025-08-27 19:08:58,tablet,1.0.9
227,68d0a400-3357-4b80-9aa1-795144caabdb,page_view,2024-12-26 20:35:34,tablet,3.3.3
427,3da43f6d-a241-4acb-a62b-c8f08212b984,add_to_cart,2025-01-05 17:44:10,desktop,2.7.5
717,65e248b6-2342-410a-a498-eb8f48dbe5f6,page_view,2025-03-24 01:53:56,phone,1.0.9
554,03cf9969-d8dc-4167-9cd6-9b058db7b3ff,page_view,2025-03-07 21:17:18,tablet,1.7.7
34,3404e026-317d-4b49-8e09-3c6511860839,session_start,2024-11-22 23:06:14,tablet,1.4.7
63,6d158d9d-228b-4ca1-8e9e-6eb8709e89d0,add_to_cart,2024-10-26 11:08:20,tablet,3.9.2
566,b1dcf75b-1de7-4b51-b8d1-3e0ddcafb1b6,purchase,2025-01-21 23:11:32,phone,3.7.1
460,1d0774b0-dd26-4b0f-89a8-9bfacfbf14a8,page_view,2025-05-18 13:57:12,desktop,2.6.9
456,5f1c6832-4267-44de-a063-29c4ed1523d5,session_start,2025-05-19 06:03:16,phone,1.7.3
706,158e0327-1389-4cf5-aaf2-6ea1f79531a7,session_start,2025-02-02 14:54:21,phone,1.0.5
739,a9f35461-a728-499a-af21-9adcaa97c6d7,purchase,2025-05-10 00:22:12,phone,1.6.9
788,d323121c-b8d4-487d-8dbe-839d5ee12619,page_view,2024-12-25 23:01:38,phone,1.7.9
217,08ae5781-54b8-4ba1-ba48-a2d95a727cdb,page_view,2025-05-19 21:17:14,tablet,1.8.9
731,bdd74312-7ca0-41fc-9bd4-20831e8e183b,add_to_cart,2025-02-17 03:52:34,desktop,2.5.4
364,4f5b209b-1293-4fb5-b039-3e6db8bdfa60,session_end,2024-11-24 22:04:24,tablet,3.3.5
479,154795a1-9ce9-48f9-a9aa-a106850722dc,page_view,2024-08-17 15:56:10,tablet,2.0.9
268,dadf72f3-3f80-4ee5-9039-52b4eb42025b,page_view,2025-06-01 10:37:09,desktop,2.8.5
436,9c51b857-3ce1-4b04-b836-29e0fe10b6a3,page_view,2024-11-23 08:05:54,phone,1.7.1
595,15675787-795c-49f7-865b-30d53b99dcbe,page_view,2024-12-03 08:45:48,desktop,3.6.1
125,5ff01710-e23e-4b04-b934-07e47ba563f7,page_view,2025-07-05 17:40:46,desktop,3.1.0
621,63e8f4d6-2d76-4b36-b178-3baf184e40ad,page_view,2025-01-19 02:18:55,desktop,3.1.9
286,df786197-b23a-4ddf-9dfd-f58550ab4d60,add_to_cart,2024-08-03 17:01:26,desktop,3.7.0
51,2855b45f-fdeb-46ef-8d5c-e9ff8e41a959,session_end,2024-12-31 11:23:04,tablet,3.6.2
541,a288a1ca-b2a6-46bf-9655-457357ecb9de,page_view,2024-08-19 17:41:21,phone,3.8.7
477,79924bdf-7f8e-40bc-9442-9af792ed9827,purchase,2025-08-17 07:55:28,desktop,1.4.9
476,980a7e8f-39bb-437c-ab81-3f8f4930a770,page_view,2024-11-13 04:23:43,phone,1.1.1
577,ea12af8e-5a35-476e-84be-e9b0a76eb0e2,page_view,2025-04-18 20:43:36,phone,3.9.6
314,8a91631c-384b-4f5b-b745-6a02d31436b7,session_start,2025-07-04 02:36:34,tablet,2.3.5
609,6ddf8557-9804-440f-9964-f66b36bdc8d7,page_view,2025-05-09 04:29:08,phone,3.1.9
172,d216fba9-d6ff-47d4-8986-179ea6562243,session_start,2024-11-24 23:05:11,desktop,1.5.6
246,132c71be-93e3-4a4a-8e5b-39c09708ccba,add_to_cart,2025-07-23 22:53:15,phone,3.9.2
361,05b7d14d-a4e4-478e-8e70-ff8c008c5a33,session_start,2024-09-04 20:41:39,tablet,1.6.7
765,0f900f02-8690-4b81-bfdf-00c379950b2f,purchase,2025-02-23 08:42:19,phone,3.6.7
194,410a3724-beb9-4792-9d0e-fbdf824f80f6,page_view,2025-05-10 00:47:19,phone,1.1.7
745,183b0f80-cf14-4462-a408-828e74b5a44f,page_view,2025-08-21 17:59:40,tablet,2.7.7
622,9bf953bc-2264-4213-a79e-fd550752b073,page_view,2025-02-02 10:46:22,phone,3.5.8
315,5180069e-e867-4188-ad43-0a89121b9539,page_view,2025-01-15 21:31:02,tablet,2.9.9
605,a131d701-88a2-4453-a082-2a348deb78f4,add_to_cart,2025-07-31 19:23:27,desktop,2.2.0
83,291ed3f4-6bf9-49e5-a300-e92c5f402631,session_start,2025-01-03 11:00:32,tablet,2.6.9
127,d266a9ad-93db-4049-8bc6-f848da2c36c0,page_view,2024-11-24 12:02:26,tablet,1.9.1
583,c12a3b98-58e6-42b7-95d8-0f15e2ea2b0c,session_end,2025-06-23 09:37:50,phone,1.3.5
245,b3f3515c-35ba-439a-88e0-1d33250c205b,page_view,2024-08-30 04:23:15,desktop,1.8.7
571,a2fc4bc8-3faa-4ebd-8ea4-59e9737e446e,session_start,2025-01-16 08:30:16,phone,2.8.2
528,52270a95-d6c6-4d72-ad72-019f513c861f,page_view,2025-08-06 20:09:03,desktop,2.5.2
434,dc65cf68-2c50-4128-8d53-ac6f459f923e,session_start,2024-12-12 08:03:32,phone,3.4.8
503,e65d758f-19c7-4550-b0d8-48cf6877582c,page_view,2025-02-13 23:05:40,desktop,1.2.8
162,fa0a0447-02fc-4481-a876-2c39fa5e854a,page_view,2025-06-10 04:46:11,phone,3.3.4
764,d854c64a-e7e5-4c7e-b380-432343dd7195,page_view,2025-05-14 03:17:03,desktop,3.2.2
141,8f016048-d3d8-425a-ae21-5b1f702dc131,session_start,2025-01-19 16:15:58,phone,2.8.6
344,82e8a828-703e-4c7f-a1c0-fcb59a4767be,add_to_cart,2024-08-07 06:31:36,phone,3.4.7
383,ceb14bd9-be45-42fc-9ad1-341729a29a77,page_view,2024-09-13 02:14:22,tablet,3.7.7
800,8e60eded-0cff-4ff5-8797-6098055580ca,page_view,2024-10-01 06:23:06,desktop,1.2.4
217,756f39bd-784f-4c11-ac9d-9e5d293976ea,page_view,2025-03-23 10:08:09,desktop,2.3.8
713,dcf81949-1a09-47a2-a59a-b4974a9d2dba,session_start,2024-09-29 09:54:12,tablet,2.5.0
602,51fa0c5d-03c5-4d3a-9953-ae90f79f64d6,purchase,2024-11-18 07:15:29,tablet,1.0.9
279,c954f0c8-2e5f-4c8a-b0d3-cf846f747fc8,session_start,2025-09-05 10:54:25,desktop,2.9.5
462,f866bb7c-97a4-4a48-aaf0-ec01786590af,session_end,2025-05-01 16:04:04,desktop,3.4.3
205,4033dd86-2f86-4180-b144-064141abb5fe,page_view,2024-10-17 23:57:49,tablet,2.0.8
550,04c6beab-d969-45c0-9744-4bb30d7152d1,page_view,2025-04-02 23:55:03,tablet,3.4.3
793,702e2044-bdb5-4b47-a7a8-baa67ed865b3,page_view,2025-02-28 17:22:21,desktop,1.1.0
308,9a83308c-05e4-4385-8dd2-b118269e95d5,purchase,2024-11-22 07:54:06,phone,3.7.4
638,4421a99d-dc88-4c33-a198-0321394f9728,page_view,2024-12-28 20:52:28,phone,1.1.0
110,c696e1da-ecac-41a1-a383-1e6a62d06710,add_to_cart,2025-09-12 10:43:16,phone,3.9.6
626,20206dec-3594-4999-88cf-28a053059e42,page_view,2024-10-28 06:06:39,desktop,3.9.3
379,147b5eac-e353-49bc-a09e-8586eacdec6a,session_end,2025-07-15 04:53:00,tablet,1.8.4
515,6e57da0c-be6c-4fac-8d52-a3bd11d5416a,page_view,2024-09-30 05:53:45,tablet,3.7.0
194,96690c4b-980c-4b44-a7b7-c2d7ee481f31,page_view,2025-03-21 16:21:18,tablet,1.1.6
294,6e4add87-9e9a-4b36-94ac-4a21a84bb872,page_view,2024-12-04 08:11:01,tablet,2.5.4
427,ff007f02-3649-40b7-a970-6002cb3b3efd,session_start,2024-12-05 08:19:16,desktop,1.3.5
727,23696674-0f32-4e39-a3b0-d5483b79fdb5,add_to_cart,2025-02-11 16:38:57,phone,3.2.2
680,7df4d0a4-aa52-46e1-bbed-bea0a2cea336,page_view,2025-02-11 03:33:55,desktop,2.1.7
253,2beac91b-915f-4dd9-b9d1-494f9b2e4c3f,page_view,2025-03-18 05:08:03,tablet,2.0.9
349,41e65b66-b3fa-4f40-a898-d6e99825039b,page_view,2025-02-18 07:36:55,desktop,3.0.6
52,fe21bbc9-1c8f-4b54-b7ba-917772b8f7df,session_end,2025-02-11 01:16:06,phone,1.0.7
592,a75c952d-0672-4e17-9a00-6a6e41b9b6c5,page_view,2025-05-05 15:43:51,desktop,2.2.1
266,1d89ed61-7338-43c6-aef5-f5b2a2f55576,add_to_cart,2024-10-06 08:06:49,desktop,1.2.4
649,caa4a670-bbe5-456a-b1a2-463b893e6869,page_view,2024-10-22 20:55:17,tablet,1.6.8
43,327ba5bc-a77c-4f0a-b051-bcb8be7c24e6,page_view,2025-04-20 02:14:36,phone,1.8.5
277,06693a66-9450-40df-9867-34cf7386dfd8,page_view,2024-11-03 15:22:54,phone,1.6.6
369,de6ffb92-bd25-4956-a47a-bca9b0c7c7cc,page_view,2024-08-10 13:54:16,tablet,3.1.5
442,d630471f-a62a-40a9-8c7f-e3ce592c3361,page_view,2025-04-06 03:48:30,tablet,3.9.1
683,4050f305-844e-48f1-9064-39a988df3721,add_to_cart,2025-05-17 21:08:41,phone,1.9.0
721,56339166-99c0-4ed1-a99b-0ee227a50a91,page_view,2025-04-13 16:36:31,tablet,3.2.2
88,b3d636f7-4945-4f45-a486-224f038835cb,page_view,2024-10-30 05:03:59,desktop,3.4.2
585,c96b9ef1-bb33-4234-8bf8-8e016fd34830,page_view,2025-02-26 23:24:15,tablet,1.4.0
770,0a2f7534-e4fe-4d32-8d63-eee2e38b3687,page_view,2024-10-05 07:33:55,phone,2.6.9
596,37045215-a15c-405b-84d2-b229ea7f39ef,page_view,2024-12-26 05:40:17,tablet,1.6.5
158,93a23136-ed3a-46e1-b5c4-e2bb83605247,session_end,2024-08-05 10:39:28,desktop,3.0.1
462,6c052d00-2812-4a8e-a60e-e13c4f5c6761,purchase,2025-03-23 13:08:35,desktop,1.9.8
663,f8ab67e4-bb6f-45f5-8045-8c7c6c91473c,add_to_cart,2025-03-24 03:13:21,tablet,3.8.8
534,47311ccc-6c16-4a2a-a349-422a07f018d9,page_view,2025-05-31 16:50:16,phone,2.8.1
